CONTROL,JJOBCOMP,JJOBCOMPYR,JJOBCOST,JJOBDIY,JJOBFUNDS,JJOBTYPE,JJOBWORKYR,JOBTYPE,JOBDIY,JOBCOST,JOBCOMP,JOBCOMPYR,JOBWORKYR,JOBFUNDS
'11073285','0','0','0','0','0','0','0','25','1',4000,'2','-6','2','7'
'11073285','0','0','0','0','0','0','0','31','1',0,'2','-6','2','7'
'11073285','0','0','0','0','0','0','0','31','1',0,'2','-6','2','7'
'11073292','0','0','0','0','0','0','0','22','1',300,'1','2','-6','1'
'11073292','0','0','0','0','0','0','0','36','2',500,'1','2','-6','1'
'11073292','0','0','0','0','0','0','0','31','2',1200,'1','2','-6','1'
'11073316','0','0','0','0','0','0','0','29','2',1200,'1','3','-6','1'
'11073316','0','0','0','0','0','0','0','30','2',200,'1','3','-6','1'
'11073316','0','0','0','0','0','0','0','32','2',4,'1','3','-6','1'
'11073321','0','0','0','0','0','0','0','22','1',300,'2','-6','3','1'
'11073321','0','0','0','0','0','0','0','35','1',0,'1','1','-6','7'
'11073327','0','0','0','0','0','0','0','16','2',21000,'1','3','-6','1'
'11073327','0','0','0','0','0','0','0','17','2',10000,'1','2','-6','1'
'11073330','0','0','0','0','0','0','0','12','1',1000,'1','3','-6','1'
'11073330','0','0','0','0','0','0','0','16','1',4000,'1','3','-6','1'
'11073330','0','0','0','0','0','0','0','22','1',2000,'1','3','-6','1'
'11073333','0','0','2','0','0','0','0','16','2',7500,'1','1','-6','1'
'11073333','0','0','2','0','0','0','0','18','2',2500,'1','1','-6','1'
'11073333','0','0','2','0','0','0','0','20','2',1500,'1','1','-6','1'
'11073333','0','0','2','0','0','0','0','22','2',600,'1','1','-6','1'
'11073339','0','0','0','0','0','0','0','16','2',12000,'1','2','-6','2'
'11073339','0','0','0','0','0','0','0','23','2',2500,'1','2','-6','2'
'11073339','0','0','0','0','0','0','0','26','1',3000,'1','2','-6','1'
'11073339','0','0','0','0','0','0','0','27','1',0,'1','2','-6','1'
'11073339','0','0','0','0','0','0','0','32','2',3000,'1','3','-6','1'
'11073339','0','0','0','0','0','0','0','35','1',1500,'1','3','-6','1'
'11073339','0','0','0','0','0','0','0','31','2',2500,'1','2','-6','2'
'11073346','0','0','0','0','0','0','0','17','2',8700,'1','1','-6','7'
'11073347','0','0','0','0','0','0','0','12','2',5000,'1','2','-6','1'
'11073347','0','0','0','0','0','0','0','13','2',9000,'1','2','-6','4'
'11073347','0','0','0','0','0','0','0','25','2',4500,'1','2','-6','4'
'11073347','0','0','0','0','0','0','0','26','1',10000,'1','3','-6','5'
'11073347','0','0','0','0','0','0','0','27','1',0,'1','3','-6','7'
'11073347','0','0','0','0','0','0','0','33','2',20,'1','2','-6','1'
'11073349','0','0','0','0','0','0','0','16','2',5000,'1','3','-6','1'
'11073349','0','0','0','0','0','0','0','28','2',9100,'1','1','-6','1'
'11073352','0','0','0','0','0','0','0','32','2',500,'1','3','-6','1'
'11073358','0','0','2','0','0','0','0','32','2',3600,'1','-9','-6','1'
'11073362','0','0','0','0','0','0','0','18','2',1500,'1','3','-6','1'
'11073362','0','0','0','0','0','0','0','25','2',600,'1','2','-6','1'
'11073362','0','0','0','0','0','0','0','29','2',400,'1','3','-6','1'
'11073362','0','0','0','0','0','0','0','36','1',500,'1','3','-6','5'
'11073379','0','0','0','0','0','0','0','22','2',200,'1','1','-6','1'
'11073379','0','0','0','0','0','0','0','32','1',300,'1','1','-6','1'
'11073379','0','0','0','0','0','0','0','33','1',300,'1','1','-6','1'
'11073380','0','0','0','0','0','0','0','23','1',150,'1','2','-6','1'
'11073387','0','0','0','0','0','0','0','20','1',2500,'1','1','-6','1'
'11073387','0','0','0','0','0','0','0','23','1',1000,'1','2','-6','1'
'11073387','0','0','0','0','0','0','0','25','1',2500,'1','1','-6','1'
'11073395','0','0','0','0','0','0','0','29','2',2000,'1','1','-6','1'
'11073395','0','0','0','0','0','0','0','30','2',80,'1','3','-6','1'
'11073397','0','0','0','0','0','0','0','12','1',1800,'1','2','-6','1'
'11073397','0','0','0','0','0','0','0','13','1',2300,'1','2','-6','1'
'11073397','0','0','0','0','0','0','0','18','1',1000,'1','2','-6','1'
'11073397','0','0','0','0','0','0','0','20','1',100,'1','2','-6','1'
'11073397','0','0','0','0','0','0','0','22','1',500,'1','2','-6','1'
'11073397','0','0','0','0','0','0','0','23','1',100,'1','2','-6','1'
'11073397','0','0','0','0','0','0','0','25','1',1800,'1','2','-6','1'
'11073400','0','0','0','0','0','0','0','12','1',300,'1','2','-6','1'
'11073400','0','0','0','0','0','0','0','22','1',300,'1','2','-6','1'
'11073400','0','0','0','0','0','0','0','24','1',500,'1','3','-6','1'
'11073400','0','0','0','0','0','0','0','25','1',4500,'2','-6','1','1'
'11073400','0','0','0','0','0','0','0','36','1',800,'1','3','-6','1'
'11073403','0','0','0','0','0','0','0','12','2',2500,'1','3','-6','1'
'11073403','0','0','0','0','0','0','0','14','2',1200,'1','1','-6','1'
'11073403','0','0','0','0','0','0','0','16','2',1200,'1','1','-6','1'
'11073403','0','0','0','0','0','0','0','20','2',100,'1','2','-6','1'
'11073403','0','0','0','0','0','0','0','22','2',2500,'1','2','-6','1'
'11073403','0','0','0','0','0','0','0','29','2',250,'1','1','-6','1'
'11073410','0','0','0','0','0','0','0','12','1',1500,'1','2','-6','1'
'11073410','0','0','0','0','0','0','0','25','1',3000,'1','2','-6','1'
'11073411','0','0','0','0','0','0','0','19','2',4000,'1','3','-6','1'
'11073411','0','0','0','0','0','0','0','20','2',3000,'1','2','-6','1'
'11073411','0','0','0','0','0','0','0','29','2',2500,'1','3','-6','1'
'11073411','0','0','0','0','0','0','0','36','2',3700,'1','3','-6','1'
'11073413','0','0','0','0','0','0','0','24','1',300,'1','3','-6','1'
'11073414','0','0','0','0','0','0','0','15','2',2200,'1','1','-6','2'
'11073414','0','0','0','0','0','0','0','24','1',400,'1','2','-6','2'
'11073414','0','0','0','0','0','0','0','25','2',4000,'1','3','-6','1'
'11073414','0','0','0','0','0','0','0','27','2',3200,'1','2','-6','1'
'11073423','0','0','0','0','0','0','0','24','2',120,'1','1','-6','1'
'11073423','0','0','0','0','0','0','0','29','1',600,'1','3','-6','1'
'11073425','0','0','0','0','0','0','0','29','2',600,'1','2','-6','1'
'11073425','0','0','0','0','0','0','0','36','1',26600,'1','3','-6','1'
'11073438','0','0','0','0','0','0','0','27','2',10000,'1','2','-6','1'
'11073441','0','0','0','0','0','0','0','30','1',100,'1','2','-6','2'
'11073448','0','0','0','0','0','0','0','13','1',3000,'1','2','-6','1'
'11073448','0','0','2','0','0','0','0','21','1',260,'1','2','-6','1'
'11073449','0','0','0','0','0','0','0','25','1',3500,'1','3','-6','1'
'11073449','0','0','0','0','0','0','0','32','1',12000,'1','3','-6','1'
'11073451','0','0','0','0','0','0','0','22','2',50,'1','2','-6','1'
'11073451','0','0','2','0','0','0','0','25','2',3600,'1','2','-6','4'
'11073454','0','0','2','0','0','0','0','12','2',26300,'2','-6','2','3'
'11073454','0','0','2','0','0','0','0','13','2',39600,'1','2','-6','3'
'11073454','0','0','2','0','0','0','0','22','2',3000,'1','2','-6','3'
'11073454','0','0','2','0','0','0','0','23','2',4500,'1','2','-6','3'
'11073454','0','0','2','0','0','0','0','25','2',12400,'1','2','-6','3'
'11073454','0','0','2','0','0','0','0','30','2',2100,'1','2','-6','3'
'11073457','0','0','0','0','0','0','0','24','2',800,'1','2','-6','1'
'11073457','0','0','0','0','0','0','0','30','2',1000,'1','1','-6','1'
'11073457','0','0','0','0','0','0','0','36','2',1000,'1','1','-6','1'
'11073457','0','0','0','0','0','0','0','31','2',20000,'1','1','-6','1'
'11073457','0','0','0','0','0','0','0','31','2',8900,'1','1','-6','1'
'11073457','0','0','0','0','0','0','0','31','2',-9,'1','1','-6','1'
'11073457','0','0','0','0','0','0','0','37','2',650,'1','3','-6','1'
'11073460','0','0','0','0','0','0','0','18','2',850,'1','1','-6','1'
'11073470','0','0','0','0','0','0','0','16','2',24000,'1','2','-6','1'
'11073474','0','0','0','0','0','0','0','12','1',1500,'1','3','-6','1'
'11073474','0','0','0','0','0','0','0','27','2',1100,'1','2','-6','1'
'11073486','0','0','0','0','0','0','0','24','2',200,'1','2','-6','1'
'11073486','0','0','0','0','0','0','0','25','2',10000,'1','2','-6','1'
'11073489','0','0','0','0','0','0','0','12','2',5000,'1','1','-6','1'
'11073489','0','0','0','0','0','0','0','18','2',400,'1','1','-6','1'
'11073489','0','0','0','0','0','0','0','22','2',50,'1','1','-6','1'
'11073489','0','0','0','0','0','0','0','23','2',19600,'1','1','-6','6'
'11073489','0','0','0','0','0','0','0','25','1',2300,'1','1','-6','1'
'11073489','0','0','0','0','0','0','0','32','2',800,'1','1','-6','1'
'11073489','0','0','0','0','0','0','0','34','1',3800,'1','3','-6','1'
'11073489','0','0','0','0','0','0','0','36','1',200,'1','2','-6','1'
'11073496','0','0','0','0','0','0','0','16','2',10000,'1','2','-6','2'
'11073506','0','0','0','0','0','0','0','30','1',500,'1','2','-6','1'
'11073507','0','0','2','0','0','0','0','14','1',21500,'1','2','-6','1'
'11073507','0','0','0','0','0','0','0','32','2',1300,'1','1','-6','1'
'11073507','0','0','2','0','0','0','0','35','1',3200,'1','2','-6','1'
'11073512','0','0','0','0','0','0','0','22','2',450,'1','2','-6','1'
'11073512','0','0','0','0','0','0','0','30','2',400,'1','2','-6','1'
'11073517','0','0','0','0','0','0','0','12','2',52000,'1','3','-6','2'
'11073517','0','0','0','0','0','0','0','35','2',10000,'1','2','-6','2'
'11073517','0','0','0','0','0','0','0','31','2',79000,'1','3','-6','2'
'11073517','0','0','0','0','0','0','0','31','2',0,'1','3','-6','2'
'11073520','0','0','2','0','0','0','0','12','2',6700,'1','2','-6','1'
'11073520','0','0','0','0','0','0','0','22','2',1500,'1','2','-6','1'
'11073520','0','0','0','0','0','0','0','30','1',500,'1','2','-6','1'
'11073529','0','0','2','2','0','0','0','24','1',250,'1','-9','-6','-9'
'11073529','0','0','2','2','0','0','0','25','1',830,'1','-9','-6','-9'
'11073529','0','0','2','0','0','0','0','27','2',2600,'1','-9','-6','-9'
'11073530','0','0','0','0','0','0','0','24','1',300,'1','2','-6','1'
'11073530','0','0','0','0','0','0','0','36','1',500,'1','2','-6','1'
'11073535','0','0','2','0','0','0','0','16','2',9000,'1','3','-6','-9'
'11073535','0','0','2','0','0','0','0','24','2',480,'1','3','-6','-9'
'11073535','0','0','2','0','0','0','0','26','2',6000,'1','2','-6','-9'
'11073535','0','0','2','0','0','0','0','27','2',3800,'1','2','-6','-9'
'11073535','0','0','2','0','0','0','0','29','2',1200,'1','2','-6','-9'
'11073539','0','0','0','0','0','0','0','18','2',0,'1','3','-6','7'
'11073544','0','0','0','0','0','0','0','24','2',0,'1','3','-6','7'
'11073544','0','0','0','0','0','0','0','29','2',5900,'1','3','-6','1'
'11073548','0','0','0','0','0','0','0','33','2',4000,'1','2','-6','1'
'11073551','0','0','0','0','0','0','0','22','2',1800,'1','1','-6','1'
'11073551','0','0','0','0','0','0','0','25','2',0,'1','3','-6','7'
'11073551','0','0','0','0','0','0','0','27','2',1000,'1','3','-6','1'
'11073551','0','0','0','0','0','0','0','29','2',1000,'1','3','-6','1'
'11073551','0','0','0','0','0','0','0','30','2',1200,'1','2','-6','1'
'11073551','0','0','0','0','0','0','0','36','1',900,'1','2','-6','1'
'11073576','0','0','2','0','0','0','0','24','1',400,'1','2','-6','1'
'11073580','0','0','2','0','0','0','0','35','1',1100,'1','2','-6','1'
'11073582','0','0','2','0','0','0','0','26','2',10900,'1','1','-6','7'
'11073582','0','0','2','0','0','0','0','27','2',8700,'1','1','-6','7'
'11073582','0','0','2','0','0','0','0','29','2',2400,'1','1','-6','7'
'11073582','0','0','0','0','0','0','0','36','2',500,'1','3','-6','1'
'11073585','0','0','0','0','0','0','0','05','2',20000,'2','-6','3','4'
'11073591','0','0','0','0','0','0','0','16','2',24000,'1','3','-6','5'
'11073591','0','0','0','0','0','0','0','17','2',10000,'1','3','-6','5'
'11073591','0','0','0','0','0','0','0','18','2',12000,'1','3','-6','5'
'11073591','0','0','0','0','0','0','0','19','2',10000,'1','3','-6','5'
'11073591','0','0','0','0','0','0','0','20','2',1000,'1','3','-6','5'
'11073591','0','0','0','0','0','0','0','29','2',4000,'1','3','-6','5'
'11073593','0','0','0','0','0','0','0','29','1',350,'1','3','-6','1'
'11073601','0','0','2','0','0','0','0','26','2',4000,'1','2','-6','1'
'11073614','0','0','0','0','0','0','0','21','1',80,'1','2','-6','1'
'11073614','0','0','0','0','0','0','0','27','1',0,'1','3','-6','7'
'11073615','0','0','0','0','0','0','0','07','1',10500,'1','3','-6','1'
'11073615','0','0','0','0','0','0','0','16','1',0,'1','3','-6','7'
'11073615','0','0','0','0','0','0','0','18','1',600,'1','3','-6','1'
'11073615','0','0','0','0','0','0','0','22','1',300,'1','3','-6','1'
'11073615','0','0','2','0','0','0','0','23','1',250,'1','3','-6','1'
'11073615','0','0','2','0','0','0','0','24','1',250,'2','-6','3','1'
'11073616','0','0','0','0','0','0','0','16','2',1200,'1','3','-6','4'
'11073616','0','0','0','0','0','0','0','26','2',1200,'1','3','-6','4'
'11073633','0','0','0','0','0','0','0','26','2',2500,'1','1','-6','1'
'11073633','0','0','0','0','0','0','0','27','2',2500,'1','1','-6','1'
'11073633','0','0','0','0','0','0','0','30','2',500,'1','3','-6','1'
'11073639','0','0','2','0','0','0','0','16','2',110,'1','1','-6','7'
'11073639','0','0','2','0','0','0','0','18','2',30,'1','3','-6','1'
'11073639','0','0','0','0','0','0','0','22','2',0,'1','3','-6','7'
'11073639','0','0','2','0','0','0','0','24','2',4,'1','1','-6','1'
'11073663','0','0','0','0','0','0','0','16','2',17000,'1','2','-6','4'
'11073663','0','0','0','0','0','0','0','26','2',1000,'1','2','-6','1'
'11073663','0','0','0','0','0','0','0','27','2',9000,'1','2','-6','1'
'11073663','0','0','0','0','0','0','0','29','1',1000,'1','2','-6','1'
'11073663','0','0','0','0','0','0','0','37','1',1000,'1','2','-6','1'
'11073665','0','0','0','0','0','0','0','12','2',1500,'1','3','-6','1'
'11073665','0','0','0','0','0','0','0','14','2',3000,'1','1','-6','1'
'11073665','0','0','0','0','0','0','0','15','2',7000,'1','3','-6','1'
'11073665','0','0','0','0','0','0','0','16','2',10000,'1','2','-6','1'
'11073665','0','0','0','0','0','0','0','29','1',1000,'1','3','-6','1'
'11073665','0','0','0','0','0','0','0','33','2',1000,'1','1','-6','1'
'11073676','0','0','0','0','0','0','0','11','1',20000,'1','1','-6','2'
'11073676','0','0','0','0','0','0','0','15','2',11000,'1','2','-6','1'
'11073678','0','0','0','0','0','0','0','18','2',400,'1','2','-6','1'
'11073678','0','0','0','0','0','0','0','23','2',1000,'1','3','-6','1'
'11073678','0','0','0','0','0','0','0','34','1',400,'1','3','-6','1'
'11073679','0','0','2','0','0','0','0','30','1',420,'2','-6','3','-9'
'11073681','0','0','0','0','0','0','0','24','2',200,'1','2','-6','1'
'11073681','0','0','0','0','0','0','0','06','2',6000,'1','2','-6','4'
'11073685','0','0','0','0','0','0','0','18','2',150,'1','3','-6','1'
'11073685','0','0','0','0','0','0','0','25','2',400,'1','2','-6','1'
'11073685','0','0','0','0','0','0','0','27','2',5800,'1','2','-6','7'
'11073686','0','0','0','0','0','0','0','15','1',300,'2','-6','3','1'
'11073687','0','0','2','0','0','0','0','12','2',4800,'1','2','-6','4'
'11073687','0','0','0','0','0','0','0','16','2',8000,'1','1','-6','7'
'11073687','0','0','0','0','0','0','0','18','1',300,'1','3','-6','1'
'11073694','0','0','0','0','0','0','0','25','1',500,'1','3','-6','1'
'11073694','0','0','0','0','0','0','0','32','2',4000,'1','1','-6','1'
'11073695','0','0','0','0','0','0','0','22','1',500,'1','1','-6','1'
'11073699','0','0','0','0','0','0','0','16','2',35400,'1','2','-6','1'
'11073709','0','0','0','0','0','0','0','25','2',3000,'1','2','-6','1'
'11073711','0','0','0','0','0','0','0','18','2',2000,'1','1','-6','1'
'11073731','0','0','0','0','0','0','0','15','2',1200,'1','3','-6','1'
'11073731','0','0','0','0','0','0','0','18','1',5000,'1','3','-6','1'
'11073731','0','0','0','0','0','0','0','32','1',850,'1','2','-6','1'
'11073732','0','0','0','0','0','0','0','11','1',5000,'1','1','-6','7'
'11073732','0','0','0','0','0','0','0','18','2',1800,'1','1','-6','5'
'11073732','0','0','0','0','0','0','0','29','1',600,'1','3','-6','1'
'11073733','0','0','0','0','0','0','0','27','2',5500,'1','2','-6','1'
'11073743','0','0','0','0','0','0','0','18','2',4000,'1','2','-6','1'
'11073743','0','0','0','0','0','0','0','27','2',17200,'1','2','-6','1'
'11073744','0','0','0','0','0','0','0','26','2',5000,'1','3','-6','1'
'11073744','0','0','0','0','0','0','0','30','2',200,'1','3','-6','1'
'11073751','0','0','0','0','0','0','0','35','1',2900,'1','3','-6','1'
'11073751','0','0','0','0','0','0','0','36','1',350,'2','-6','3','1'
'11073757','0','0','0','0','0','0','0','12','1',200,'1','1','-6','1'
'11073757','0','0','0','0','0','0','0','13','1',1200,'1','1','-6','1'
'11073757','0','0','0','0','0','0','0','21','2',800,'1','1','-6','1'
'11073757','0','0','0','0','0','0','0','25','2',5000,'1','1','-6','1'
'11073757','0','0','0','0','0','0','0','27','2',3800,'1','1','-6','1'
'11073757','0','0','0','0','0','0','0','30','1',280,'1','1','-6','1'
'11073757','0','0','0','0','0','0','0','35','1',500,'1','1','-6','1'
'11073764','0','0','0','0','0','0','0','22','1',600,'1','3','-6','1'
'11073772','0','0','0','0','0','0','0','22','1',100,'1','1','-6','1'
'11073772','0','0','2','0','0','0','0','33','1',600,'2','-6','3','1'
'11073773','0','0','0','0','0','0','0','30','1',750,'1','3','-6','1'
'11073778','0','0','0','0','0','0','0','30','1',700,'1','2','-6','1'
'11073781','0','0','0','0','0','0','0','16','2',20000,'1','-9','-6','2'
'11073781','0','0','0','0','0','0','0','18','2',10000,'1','1','-6','2'
'11073781','0','0','0','0','0','0','0','22','2',2000,'1','3','-6','1'
'11073781','0','0','0','0','0','0','0','25','2',4000,'1','1','-6','1'
'11073781','0','0','0','0','0','0','0','32','2',2000,'1','2','-6','1'
'11073788','0','0','0','0','0','0','0','35','1',700,'2','-6','3','1'
'11073789','0','0','0','0','0','0','0','25','1',90,'1','3','-6','2'
'11073792','0','0','0','0','0','0','0','13','2',6500,'1','3','-6','4'
'11073792','0','0','0','0','0','0','0','18','2',400,'1','3','-6','1'
'11073792','0','0','0','0','0','0','0','25','2',10000,'1','3','-6','4'
'11073792','0','0','0','0','0','0','0','30','2',700,'1','3','-6','7'
'11073792','0','0','0','0','0','0','0','36','2',90,'1','3','-6','1'
'11073792','0','0','0','0','0','0','0','31','2',10000,'2','-6','3','4'
'11073792','0','0','0','0','0','0','0','31','2',12800,'1','3','-6','4'
'11073796','0','0','0','0','0','0','0','19','1',800,'1','1','-6','1'
'11073796','0','0','0','0','0','0','0','24','1',500,'2','-6','3','5'
'11073800','0','0','0','0','0','0','0','22','1',300,'1','2','-6','1'
'11073800','0','0','0','0','0','0','0','23','2',350,'1','3','-6','1'
'11073800','0','0','0','0','0','0','0','24','1',1500,'2','-6','2','1'
'11073800','0','0','0','0','0','0','0','36','1',1000,'1','3','-6','1'
'11073801','0','0','0','0','0','0','0','25','2',800,'1','3','-6','1'
'11073810','0','0','0','0','0','0','0','33','2',1000,'1','2','-6','1'
'11073821','0','0','0','0','0','0','0','24','2',200,'1','3','-6','1'
'11073821','0','0','0','0','0','0','0','35','2',1600,'1','3','-6','1'
'11073823','0','0','0','0','0','0','0','29','2',1000,'1','3','-6','1'
'11073828','0','0','0','0','0','0','0','12','1',5000,'1','2','-6','7'
'11073828','0','0','0','0','0','0','0','13','1',18000,'1','2','-6','7'
'11073828','0','0','0','0','0','0','0','17','1',1000,'1','2','-6','1'
'11073828','0','0','0','0','0','0','0','18','1',15000,'1','2','-6','7'
'11073828','0','0','0','0','0','0','0','22','1',400,'1','2','-6','1'
'11073828','0','0','0','0','0','0','0','23','1',9000,'1','2','-6','7'
'11073828','0','0','0','0','0','0','0','24','1',300,'1','2','-6','1'
'11073828','0','0','0','0','0','0','0','25','1',5000,'1','2','-6','1'
'11073828','0','0','0','0','0','0','0','30','1',300,'1','2','-6','1'
'11073833','0','0','2','0','0','0','0','12','1',7700,'1','3','-6','1'
'11073833','0','0','2','0','0','0','0','18','2',11500,'1','3','-6','1'
'11073833','0','0','0','0','0','0','0','20','1',50,'1','1','-6','1'
'11073833','0','0','2','0','0','0','0','21','2',5800,'1','3','-6','1'
'11073833','0','0','2','0','0','0','0','22','2',3100,'1','3','-6','1'
'11073833','0','0','2','0','0','0','0','25','2',12700,'1','3','-6','1'
'11073833','0','0','0','0','0','0','0','33','2',5000,'2','-6','3','1'
'11073833','0','0','2','0','0','0','0','34','2',68000,'2','-6','3','1'
'11073834','0','0','0','0','0','0','0','24','2',0,'1','2','-6','7'
'11073834','0','0','0','0','0','0','0','25','1',3000,'1','2','-6','1'
'11073834','0','0','0','0','0','0','0','30','1',90,'1','2','-6','1'
'11073838','0','0','0','0','0','0','0','29','1',340,'2','-6','1','1'
'11073859','0','0','0','0','0','0','0','13','2',900,'1','1','-6','1'
'11073859','0','0','0','0','0','0','0','15','2',1500,'1','1','-6','1'
'11073865','0','0','0','0','0','0','0','12','1',4000,'1','3','-6','1'
'11073865','0','0','0','0','0','0','0','13','1',5000,'2','-6','3','1'
'11073865','0','0','0','0','0','0','0','23','1',2000,'1','2','-6','1'
'11073865','0','0','2','0','0','0','0','25','1',1200,'1','3','-6','1'
'11073865','0','0','0','0','0','0','0','26','1',600,'1','3','-6','1'
'11073880','0','0','0','0','0','0','0','36','1',200,'1','3','-6','1'
'11073886','0','0','0','0','0','0','0','18','2',5000,'1','1','-6','1'
'11073886','0','0','0','0','0','0','0','26','2',8000,'1','1','-6','1'
'11073886','0','0','0','0','0','0','0','27','2',0,'1','1','-6','1'
'11073886','0','0','0','0','0','0','0','29','2',800,'1','1','-6','1'
'11073892','0','0','0','0','0','0','0','35','1',400,'2','-6','1','1'
'11073901','0','0','0','0','0','0','0','22','2',0,'1','1','-6','1'
'11073905','0','0','0','0','0','0','0','15','1',600,'1','3','-6','5'
'11073905','0','0','0','0','0','0','0','21','1',400,'1','3','-6','5'
'11073905','0','0','0','0','0','0','0','23','1',700,'1','3','-6','5'
'11073905','0','0','0','0','0','0','0','24','1',400,'1','2','-6','5'
'11073910','0','0','0','0','0','0','0','12','2',10000,'1','2','-6','1'
'11073910','0','0','0','0','0','0','0','22','2',0,'1','2','-6','1'
'11073910','0','0','0','0','0','0','0','23','2',0,'1','2','-6','1'
'11073910','0','0','0','0','0','0','0','25','2',0,'1','2','-6','1'
'11073930','0','0','0','0','0','0','0','31','2',750,'1','3','-6','1'
'11073930','0','0','0','0','0','0','0','31','2',600,'1','3','-6','1'
'11073936','0','0','2','0','0','0','0','02','2',12000,'1','2','-6','1'
'11073937','0','0','0','0','0','0','0','12','2',1800,'1','1','-6','1'
'11073937','0','0','2','0','0','0','0','17','2',2900,'2','-6','2','5'
'11073937','0','0','0','0','0','0','0','18','2',600,'1','3','-6','5'
'11073937','0','0','0','0','0','0','0','21','1',100,'1','3','-6','1'
'11073937','0','0','0','0','0','0','0','22','1',100,'1','3','-6','1'
'11073937','0','0','0','0','0','0','0','23','2',800,'1','1','-6','1'
'11073937','0','0','0','0','0','0','0','35','1',200,'1','3','-6','1'
'11073946','0','0','0','0','0','0','0','18','1',300,'1','3','-6','1'
'11073946','0','0','0','0','0','0','0','22','1',150,'1','3','-6','1'
'11073946','0','0','0','0','0','0','0','29','2',1100,'1','2','-6','7'
'11073946','0','0','0','0','0','0','0','36','1',600,'1','3','-6','1'
'11073968','0','0','0','0','0','0','0','16','1',2500,'1','1','-6','1'
'11073968','0','0','0','0','0','0','0','25','2',12000,'1','3','-6','1'
'11073968','0','0','0','0','0','0','0','32','2',1200,'1','1','-6','1'
'11073968','0','0','0','0','0','0','0','33','2',3500,'1','2','-6','1'
'11073970','0','0','0','0','0','0','0','36','2',2200,'1','2','-6','1'
'11073972','0','0','0','0','0','0','0','33','1',200,'1','3','-6','1'
'11073985','0','0','0','0','0','0','0','20','1',1200,'1','3','-6','1'
'11073985','0','0','0','0','0','0','0','21','1',500,'1','3','-6','1'
'11073985','0','0','0','0','0','0','0','23','2',12000,'1','3','-6','6'
'11073985','0','0','0','0','0','0','0','33','1',2300,'1','2','-6','1'
'11073985','0','0','0','0','0','0','0','36','1',300,'1','3','-6','1'
'11073990','0','0','2','0','0','0','0','12','1',1500,'2','-6','3','-9'
'11073990','0','0','2','0','0','0','0','13','1',920,'2','-6','3','3'
'11073990','0','0','2','0','0','0','0','18','2',690,'1','3','-6','3'
'11073990','0','0','2','0','0','0','0','24','2',140,'2','-6','3','3'
'11073990','0','0','2','0','0','0','0','25','2',920,'2','-6','3','3'
'11073990','0','0','2','0','0','0','0','26','1',1100,'1','1','-6','1'
'11073991','0','0','0','0','0','0','0','13','2',32000,'1','2','-6','1'
'11073991','0','0','0','0','0','0','0','25','2',2500,'1','2','-6','1'
'11073991','0','0','0','0','0','0','0','36','2',2500,'1','2','-6','1'
'11073993','0','0','0','0','0','0','0','22','2',7000,'1','3','-6','4'
'11073998','0','0','0','0','0','0','0','16','2',0,'1','3','-6','7'
'11074001','0','0','0','0','0','0','0','12','2',5000,'1','2','-6','1'
'11074001','0','0','0','0','0','0','0','20','2',5000,'1','1','-6','1'
'11074001','0','0','0','0','0','0','0','25','2',1000,'1','1','-6','1'
'11074001','0','0','0','0','0','0','0','27','2',10000,'1','1','-6','1'
'11074001','0','0','0','0','0','0','0','33','2',4000,'1','1','-6','1'
'11074005','0','0','2','0','0','0','0','27','2',3600,'1','2','-6','1'
'11074006','0','0','0','0','0','0','0','31','1',27900,'1','1','-6','1'
'11074013','0','0','2','0','0','0','0','18','2',2000,'1','1','-6','1'
'11074017','0','0','0','0','0','0','0','25','1',8000,'1','3','-6','1'
'11074023','0','0','0','0','0','0','0','29','1',800,'1','3','-6','1'
'11074038','0','0','0','0','0','0','0','16','2',15000,'1','1','-6','1'
'11074038','0','0','2','0','0','0','0','24','2',320,'1','1','-6','1'
'11074038','0','0','0','0','0','0','0','01','2',44600,'1','1','-6','1'
'11074043','0','0','0','0','0','0','0','32','2',0,'1','2','-6','7'
'11074048','0','0','0','0','0','0','0','22','2',70,'1','1','-6','1'
'11074049','0','0','0','0','0','0','0','13','2',18000,'1','2','-6','1'
'11074049','0','0','0','0','0','0','0','16','2',10000,'1','2','-6','1'
'11074049','0','0','0','0','0','0','0','23','2',3000,'1','2','-6','1'
'11074049','0','0','0','0','0','0','0','25','2',4000,'1','3','-6','1'
'11074049','0','0','0','0','0','0','0','30','2',3600,'1','2','-6','1'
'11074049','0','0','0','0','0','0','0','33','2',1500,'1','2','-6','1'
'11074054','0','0','0','0','0','0','0','11','1',4000,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','12','1',2500,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','18','1',200,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','21','1',200,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','22','1',1000,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','24','1',500,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','25','1',200,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','29','1',1800,'1','3','-6','1'
'11074054','0','0','0','0','0','0','0','35','1',300,'1','3','-6','1'
'11074063','0','0','0','0','0','0','0','15','2',700,'1','2','-6','1'
'11074063','0','0','0','0','0','0','0','33','2',700,'1','2','-6','1'
